0,1,2,3,4,5,6,7,8,9
3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0
560.0,320.0,319.99999999999994,389.14954267055305,237.0,478.71875,507.17578125,519.08251953125,492.05859375,491.545955657959
400.0,538.5640646055102,261.43593539448983,610.4723797911929,385.8955078125,486.77732074872745,226.8740234375,450.2827647376648,349.79296875,290.6033134460449
