0,1,2,3,4,5,6,7,8
3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0
560.0,320.0,319.99999999999994,451.1875,487.34375,445.7421875,273.59540053957994,552.765625,259.0
400.0,538.5640646055102,261.43593539448983,455.0234375,315.421875,261.28125,659.6033072766065,623.5390625,358.0
