0,1,2,3,4,5,6,7,8,9,10
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
560.0,320.0,319.99999999999994,390.6177015975293,498.7265625,629.9052350958698,237.3125,390.2837172225293,392.15625,569.759765625,491.125
400.0,538.5640646055102,261.43593539448983,332.05363699201916,372.796875,470.3411704903597,360.9453125,608.9927015975293,405.8671875,596.546875,621.0
