0,1,2,3,4,5,6,7,8,9,10
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
560.0,320.0,319.99999999999994,390.6177015975293,457.0703125,266.60003349834057,655.2163691931715,364.00237724834057,414.578125,610.7211272483405,640.28125
400.0,538.5640646055102,261.43593539448983,332.05363699201916,455.0390625,496.1609688928304,396.4909398563425,411.31721889283045,421.03125,257.72346889283045,495.390625
