0,1,2,3,4,5,6,7,8,9
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
560.0,320.0,319.99999999999994,451.25,299.546875,527.671875,423.0625,369.1796875,351.03125,285.015625
400.0,538.5640646055102,261.43593539448983,334.15625,390.765625,514.421875,460.09375,411.9296875,323.578125,205.53125
