0,1,2,3,4,5,6
3.0,3.0,3.0,3.0,3.0,3.0,2.0
560.0,240.0,310.6177015975293,371.0625,567.572265625,454.15625,639.681640625
400.0,400.0,470.6177015975293,292.6640625,266.21875,453.8046875,387.84632873535156
