0,1,2,3,4,5,6,7,8,9
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
560.0,320.0,319.99999999999994,493.671875,240.8515625,398.671875,493.609375,390.0546875,138.9375,554.09375
400.0,538.5640646055102,261.43593539448983,322.609375,397.953125,371.90625,410.0,473.9765625,250.40625,484.9375
