0,1,2,3,4,5,6,7,8,9
3.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
560.0,400.0,240.0,399.99999999999994,414.0625,284.7097475644011,303.390625,255.46875,609.9193559672577,477.984375
400.0,560.0,400.0,240.0,322.90625,241.29222542987327,303.0625,513.0,479.25099586169677,579.984375
