0,1,2,3,4,5,6,7,8,9,10
3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0
560.0,400.0,240.0,400.0,385.328125,427.8203125,381.8748865705827,499.0,421.21875,425.0,368.0625
400.0,560.0,400.0,240.0,89.828125,654.8671875,331.4008397662517,537.0,402.0,153.09375,380.03125
