0,1,2,3,4,5,6,7,8,9
2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
560.0,320.0,319.99999999999994,467.609375,443.3341216336441,576.4765625,503.875,218.359375,294.90625,401.390625
400.0,538.5640646055102,261.43593539448983,380.96875,260.7178307298897,313.5390625,320.546875,493.921875,385.5234375,333.8203125
