0,1,2,3,4,5,6,7
3.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0
560.0,400.0,240.0,399.99999999999994,630.6177015975293,506.9921875,694.6875,521.5625
400.0,560.0,400.0,240.0,470.6177015975293,318.2890625,408.4375,560.9375
