0,1,2,3,4,5,6,7,8,9,10
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
560.0,320.0,319.99999999999994,418.203125,248.7572984024706,522.609375,385.6214261411899,456.125,451.3245511411899,465.9609375,462.32928840288514
400.0,538.5640646055102,261.43593539448983,410.4984353944898,609.0536369920192,311.125,305.09375,308.0,655.953125,377.8125,547.4375
