0,1,2,3,4,5,6,7
2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0
560.0,320.0,319.99999999999994,476.0,579.7920896590149,297.1796875,326.9921875,357.96875
400.0,538.5640646055102,261.43593539448983,388.0,457.6385421331644,608.875,412.0625,564.0625
