0,1,2,3,4,5,6,7,8,9
3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0
560.0,320.0,319.99999999999994,428.046875,437.5422579859812,510.5859375,453.9375,363.0078125,393.0,643.2421875
400.0,538.5640646055102,261.43593539448983,454.4828103944899,221.53520855834756,322.8041593714161,370.609375,121.39790937141612,627.0,352.9604093714161
