0,1,2,3,4,5,6,7,8,9
3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0
560.0,320.0,319.99999999999994,474.171875,365.875,488.5234375,502.390625,636.546875,209.21875,306.90625
400.0,538.5640646055102,261.43593539448983,331.0078125,410.8359375,447.953125,530.0625,475.296875,419.890625,353.609375
